geography_code,Claimants percentage
E14000690,4.569103521878335
E14000691,6.12475506990275
E14000692,4.493873074905832
E14000693,2.644496257209473
E14000694,1.526984234310378
E14000695,2.8073304611055985
E14000696,5.512992231449236
E14000697,1.9412122166955503
E14000698,1.9232298334194728
E14000699,1.4225002951245425
E14000700,2.262165285598367
E14000701,5.839795270439283
E14000702,1.7848329373414598
E14000703,4.359439809633092
E14000704,2.667706076497864
E14000705,1.8688302555153284
E14000706,1.9864486108465536
E14000707,2.0616292970942007
E14000708,3.077648577208026
E14000709,4.094942932178285
E14000710,2.5933477762202117
E14000711,3.2120966454164672
E14000712,3.253456797847713
E14000713,2.302902270968693
E14000714,2.257459431163846
E14000715,3.701231359740616
E14000716,3.856852005849798
E14000717,3.4023197077070204
E14000718,5.657688738058855
E14000719,1.5893944969132017
E14000720,6.543456543456544
E14000721,6.450469608364346
E14000722,3.557312252964427
E14000723,4.481905939416995
E14000724,1.169928884098169
E14000725,3.3009757760133303
E14000726,5.450967325433682
E14000727,3.779628443305574
E14000728,1.9587256429361688
E14000729,3.818643890169776
E14000730,1.3895375992526855
E14000731,4.391592404236458
E14000732,5.10238869065206
E14000733,3.540301420076212
E14000734,1.8460940536338903
E14000735,3.294309828478084
E14000736,2.7911392405063293
E14000737,6.33523305515978
E14000738,1.72752317316327
E14000739,3.3468619492971
E14000740,2.4993245068900296
E14000741,5.556496998778106
E14000742,1.364915628887896
E14000743,2.016033395000237
E14000744,1.6629889027471298
E14000745,2.9425597858202384
E14000746,1.2345117998121724
E14000747,3.8880338149824265
E14000748,1.7139073191633016
E14000749,1.522422234672253
E14000750,3.847049771647596
E14000751,3.243382049192225
E14000752,4.9886955666961565
E14000753,1.6037044510763938
E14000754,2.944697480494819
E14000755,3.336045565500407
E14000756,4.716579750313021
E14000757,1.97948624484878
E14000758,4.500901536000434
E14000759,4.659269554122713
E14000760,7.370050793593307
E14000761,3.8514780744842367
E14000762,2.520240813784513
E14000763,5.238696235751347
E14000764,4.403651227156918
E14000765,3.121490146885073
E14000766,3.2818681600986483
E14000767,1.420317434051766
E14000768,3.263057527280432
E14000769,2.8184615384615386
E14000770,2.917672760722088
E14000771,4.37437281811372
E14000772,4.678851847084567
E14000773,5.305841344802384
E14000774,1.6618224877549923
E14000775,4.0949375899030205
E14000776,2.2394187464231505
E14000777,6.285017341921714
E14000778,6.608610517094787
E14000779,3.890524950693
E14000780,2.1199972820547663
E14000781,5.287713841368585
E14000782,5.150572285809534
E14000783,5.635196679413517
E14000784,6.18935502283105
E14000785,2.976701585666037
E14000786,2.1090056452537818
E14000787,6.285812514325005
E14000788,5.605921254324881
E14000789,6.429670109199301
E14000790,5.893438410142196
E14000791,1.7204886682922602
E14000792,3.09866268242127
E14000793,4.247259832366216
E14000794,6.081399260006728
E14000795,5.8480288778771135
E14000796,4.771355554347235
E14000797,2.0508049938158712
E14000798,1.6510667984419511
E14000799,1.5347541027746738
E14000800,6.288008108396458
E14000801,7.5666520979020975
E14000802,1.7655732615894042
E14000803,1.847413037123648
E14000804,2.8179860049328704
E14000805,2.2608484259146717
E14000806,1.7053559849565556
E14000807,5.130830964721619
E14000808,7.960563927211537
E14000809,3.768674580474092
E14000810,3.0689729095442804
E14000811,1.6389340673088952
E14000812,3.1514338198897827
E14000813,1.7295347233274976
E14000814,1.3232840457971349
E14000815,1.5073774531118649
E14000816,1.5793949702344796
E14000817,1.470255598280932
E14000818,2.046044502884866
E14000819,5.5861484697659645
E14000820,2.382869312279244
E14000821,4.076875459434364
E14000822,3.940186053663412
E14000823,6.17306040652734
E14000824,1.342231833264979
E14000825,2.585561679254269
E14000826,1.9161779290585628
E14000827,1.5444015444015444
E14000828,1.3824697415323728
E14000829,1.9436568188054515
E14000830,1.9223482737869704
E14000831,5.195484362387877
E14000832,2.875919851050625
E14000833,2.4561078304160158
E14000834,2.343977053033271
E14000835,1.5659015391666349
E14000836,2.8316503713201904
E14000837,2.143029748050924
E14000838,2.0556123139793945
E14000839,1.545595054095827
E14000840,2.409390444810544
E14000841,2.1627650038564967
E14000842,2.6231567006968075
E14000843,1.8301327490656008
E14000844,1.2938644223560425
E14000845,1.7665261567700592
E14000846,1.3947800833046735
E14000847,1.620367369690056
E14000848,1.5182984540961195
E14000849,1.7747851434349082
E14000850,1.237034922447426
E14000851,2.6635082685528086
E14000852,3.133376580458012
E14000853,2.8561086791769883
E14000854,2.354295280945904
E14000855,2.752724539646749
E14000856,2.082614639631007
E14000857,1.7394730916460257
E14000858,1.724600020974865
E14000859,2.181180944805558
E14000860,1.4551024315527474
E14000861,4.18098092244719
E14000862,4.772136717969219
E14000863,2.661576513603613
E14000864,3.110202805324757
E14000865,6.432040135930449
E14000866,5.9300832594279065
E14000867,3.667736225875761
E14000868,3.6094989548033607
E14000869,1.910687433608785
E14000870,5.24031525355018
E14000871,6.619620435157674
E14000872,2.353631414498369
E14000873,2.8723489878868365
E14000874,1.4545535297905887
E14000875,5.150309156258177
E14000876,1.6357247674309023
E14000877,1.1826860428883037
E14000878,6.10472434337501
E14000879,2.5794262284098672
E14000880,3.7336098194461895
E14000881,2.3848543404349
E14000882,6.946052326927529
E14000883,3.41619237156004
E14000884,4.287328791979014
E14000885,5.525830497909146
E14000886,1.896436873801982
E14000887,4.436535300732832
E14000888,1.5598209182701468
E14000889,3.4330287787760603
E14000890,4.292885365671827
E14000891,3.015385478464537
E14000892,3.0496124877196813
E14000893,1.767742239611568
E14000894,1.5233541915676485
E14000895,1.243740739539059
E14000896,2.017633428896831
E14000897,6.377927713033009
E14000898,3.1213101849827263
E14000899,4.107857594270065
E14000900,4.077376419173043
E14000901,1.6968692115387107
E14000902,2.7570995312930795
E14000903,2.065539701447145
E14000904,4.694007678636838
E14000905,2.451472655742353
E14000906,2.523606905099603
E14000907,1.984299097848716
E14000908,1.517638861003177
E14000909,1.8596001859600184
E14000910,1.582061531646504
E14000911,4.706184049312831
E14000912,1.841172358697823
E14000913,2.1482672689998896
E14000914,3.41147655703289
E14000915,2.3230547097253798
E14000916,1.3918232170387712
E14000917,1.5176792251726217
E14000918,1.5605014070094652
E14000919,3.4602635621311344
E14000920,3.845801066603771
E14000921,5.97887191979762
E14000922,1.220616608260818
E14000923,4.133576357245151
E14000924,2.359363987145946
E14000925,2.4372814741086697
E14000926,1.8243963556034244
E14000927,2.998109206389002
E14000928,1.1666607445309076
E14000929,1.5423907055936703
E14000930,6.287927941681614
E14000931,2.368706817341082
E14000932,1.5927808733100983
E14000933,3.3092435305220285
E14000934,1.5464568254502609
E14000935,1.961599856111873
E14000936,1.8834519908087544
E14000937,1.5978802803369707
E14000938,1.9003156233561285
E14000939,2.1983606195179077
E14000940,1.7548428000498149
E14000941,1.5553434090982226
E14000942,1.7223847766087697
E14000943,1.681020306238047
E14000944,3.941887782309788
E14000945,1.8751674256630055
E14000946,1.8010546381798826
E14000947,3.1501394324011063
E14000948,3.4346744341282847
E14000949,2.663490688609788
E14000950,1.3310858717609129
E14000951,1.817342965813697
E14000952,1.9124710905532825
E14000953,1.505089192639704
E14000954,1.8915215328937351
E14000955,3.4954441402217333
E14000956,4.07583251633087
E14000957,2.436718552349503
E14000958,2.484761424078891
E14000959,2.886201209455745
E14000960,2.213009815277693
E14000961,2.465087226163387
E14000962,2.6325155557737387
E14000963,3.436629033019982
E14000964,2.0814061054579094
E14000965,1.9823043078857037
E14000966,1.6026367910978063
E14000967,3.586564531838164
E14000968,2.8376482591506185
E14000969,3.407095677378
E14000970,3.741827416653158
E14000971,2.488658148867006
E14000972,5.570517363571935
E14000973,4.75383720636205
E14000974,3.677603743450363
E14000975,1.2631780193368656
E14000976,3.1615640284270543
E14000977,1.4990006662225184
E14000978,5.7595968282220245
E14000979,3.520906945675652
E14000980,1.6249207355738746
E14000981,1.467605027255522
E14000982,3.4248182031433263
E14000983,1.818181818181818
E14000984,2.62615922689772
E14000985,2.082729166117424
E14000986,2.445488649603728
E14000987,1.5107226172742347
E14000988,1.7640975728450636
E14000989,3.796395030640954
E14000990,1.6492998667453087
E14000991,1.3161388641952505
E14000992,2.388186603648549
E14000993,1.2662453523039912
E14000994,1.7330424215642952
E14000995,4.483568542367483
E14000996,1.50237638241477
E14000997,1.8443336039902565
E14000998,4.042637636786302
E14000999,2.5834848339871783
E14001000,1.6752353994569928
E14001001,1.6512370743327378
E14001002,9.100888045131049
E14001003,1.8055826664064027
E14001004,1.8411332174953683
E14001005,2.2288976310613187
E14001006,2.077169253064428
E14001007,4.238375140814437
E14001008,5.555188148931949
E14001009,3.60067261295511
E14001010,3.0987795575896264
E14001011,5.562722732440061
E14001012,6.426000680900734
E14001013,7.391511683357177
E14001014,2.42453020230798
E14001015,1.8625889987082045
E14001016,7.140227224910582
E14001017,2.317556124333066
E14001018,1.870201456788503
E14001019,2.2133480109144994
E14001020,3.084067299006324
E14001021,3.976910952684154
E14001022,2.5580277434418357
E14001023,1.5541206085148298
E14001024,2.2968006917423263
E14001025,3.1775126496833463
E14001026,1.9351013970760955
E14001027,2.577346426600298
E14001028,2.787906125875528
E14001029,6.218260252279801
E14001030,5.913157612771885
E14001031,1.5433371425878584
E14001032,7.710768703311774
E14001033,2.428264254467265
E14001034,1.9950098434522616
E14001035,1.686381558993024
E14001036,3.6880645678550423
E14001037,0.905859262410958
E14001038,2.430390161520807
E14001039,3.2822504218385222
E14001040,2.5616698292220117
E14001041,1.5193931998181514
E14001042,2.068084117578715
E14001043,1.3772968693299903
E14001044,1.4235369685606654
E14001045,1.904836458047934
E14001046,1.4589092185511825
E14001047,2.290294875465216
E14001048,1.7118386578304234
E14001049,5.964117408510579
E14001050,6.098219104155424
E14001051,5.658486337504698
E14001052,2.9430441578741693
E14001053,2.00234861943332
E14001054,4.110594568142892
E14001055,2.2300246726133994
E14001056,4.230960676953709
E14001057,1.401287108158605
E14001058,2.268683805179763
E14001059,3.598111290418983
E14001060,1.9274746814766417
E14001061,1.9006314835227096
E14001062,0.9171375460107596
